1	1570	p
2	1494	i
3	1489	r
4	1472	b
5	1468	j
6	1464	e
7	1464	v
8	1458	u
9	1454	h
10	1452	q
11	1443	d
12	1442	t
13	1441	m
14	1440	z
15	1439	w
16	1434	l
17	1425	a
18	1419	k
19	1418	y
20	1416	g
21	1416	o
22	1404	f
23	1399	c
24	1393	x
25	1368	n
26	1361	s
27	75	cx
28	72	iy
29	72	lx
30	72	qt
31	70	af
32	70	ms
33	70	op
34	69	cj
35	69	qi
36	69	xj
37	68	dx
38	68	je
39	68	mu
40	68	vu
41	67	da
42	67	vm
43	67	wp
44	67	yo
45	66	ab
46	66	fn
47	66	tz
48	66	vd
49	65	ca
50	65	cq
51	65	eq
52	65	gi
53	65	gw
54	65	jk
55	65	mf
56	65	ml
57	65	pm
58	65	qz
59	65	rt
60	65	rz
61	65	tv
62	65	ub
63	65	uv
64	65	wm
65	65	wo
66	64	ch
67	64	cs
68	64	dd
69	64	dg
70	64	fv
71	64	jt
72	64	kw
73	64	os
74	64	qf
75	64	rv
76	64	vk
77	64	wc
78	64	wv
79	63	ee
80	63	es
81	63	ev
82	63	so
83	63	xs
84	63	yf
85	62	ag
86	62	ar
87	62	bm
88	62	bo
89	62	dk
90	62	gf
91	62	jm
92	62	lg
93	62	mk
94	62	nf
95	62	nz
96	62	ph
97	62	qc
98	62	ri
99	62	tl
100	62	wx
101	62	xx
102	62	zh
103	62	zz
104	61	cm
105	61	dn
106	61	ec
107	61	ed
108	61	hk
109	61	jh
110	61	kj
111	61	ll
112	61	nb
113	61	nj
114	61	oy
115	61	pp
116	61	sr
117	61	th
118	61	zd
119	61	zk
120	60	ai
121	60	do
122	60	fh
123	60	gg
124	60	gr
125	60	ik
126	60	jd
127	60	jj
128	60	kg
129	60	nc
130	60	nq
131	60	om
132	60	tr
133	60	tu
134	60	wf
135	60	zj
136	59	am
137	59	bd
138	59	bw
139	59	el
140	59	ey
141	59	fb
142	59	fk
143	59	ga
144	59	ge
145	59	hc
146	59	hy
147	59	kc
148	59	ld
149	59	nn
150	59	od
151	59	ow
152	59	pt
153	59	pu
154	59	qj
155	59	qx
156	59	rj
157	59	up
158	59	ym
159	59	yr
160	58	al
161	58	an
162	58	aw
163	58	dh
164	58	di
165	58	ds
166	58	dz
167	58	ea
168	58	ef
169	58	fd
170	58	gn
171	58	gz
172	58	in
173	58	jo
174	58	jv
175	58	ki
176	58	lw
177	58	ma
178	58	mt
179	58	nm
180	58	pf
181	58	rh
182	58	rk
183	58	rs
184	58	sj
185	58	tb
186	58	uc
187	58	ut
188	58	vy
189	58	zb
190	58	zt
191	57	au
192	57	bj
193	57	bn
194	57	bu
195	57	cu
196	57	dm
197	57	em
198	57	fq
199	57	gh
200	57	gt
201	57	hj
202	57	hm
203	57	ho
204	57	ig
205	57	ij
206	57	io
207	57	iq
208	57	ix
209	57	ke
210	57	kr
211	57	kz
212	57	md
213	57	nl
214	57	ny
215	57	ox
216	57	pg
217	57	ps
218	57	qq
219	57	rb
220	57	rc
221	57	ti
222	57	ts
223	57	ur
224	57	va
225	57	yn
226	57	yt
227	57	yx
228	57	yz
229	57	zx
230	56	ax
231	56	bp
232	56	bz
233	56	cb
234	56	fj
235	56	gp
236	56	gv
237	56	gy
238	56	ib
239	56	ie
240	56	iz
241	56	jw
242	56	kh
243	56	lq
244	56	lv
245	56	mj
246	56	my
247	56	ou
248	56	po
249	56	qg
250	56	qm
251	56	qw
252	56	rn
253	56	sb
254	56	sn
255	56	uy
256	56	wu
257	56	wy
258	56	xe
259	56	xv
260	56	yj
261	56	zw
262	55	ad
263	55	ae
264	55	as
265	55	du
266	55	dv
267	55	eh
268	55	fa
269	55	fi
270	55	fo
271	55	gx
272	55	id
273	55	kx
274	55	mo
275	55	mp
276	55	ni
277	55	nv
278	55	on
279	55	px
280	55	qa
281	55	qu
282	55	qv
283	55	rd
284	55	sl
285	55	sv
286	55	sx
287	55	tw
288	55	ue
289	55	vn
290	55	vz
291	55	wb
292	55	ww
293	55	xm
294	55	ya
295	55	yi
296	55	ys
297	55	za
298	55	zq
299	55	zu
300	54	ah
301	54	at
302	54	de
303	54	dp
304	54	dq
305	54	eb
306	54	eg
307	54	fg
308	54	gq
309	54	hg
310	54	hi
311	54	iu
312	54	jb
313	54	jl
314	54	jx
315	54	ka
316	54	kk
317	54	ls
318	54	mv
319	54	np
320	54	pb
321	54	qk
322	54	rp
323	54	sw
324	54	um
325	54	xc
326	54	xg
327	54	xi
328	54	xz
329	54	ye
330	54	yv
331	54	zi
332	54	zs
333	53	ak
334	53	av
335	53	bg
336	53	bl
337	53	bq
338	53	cl
339	53	db
340	53	ew
341	53	ex
342	53	gb
343	53	hu
344	53	ii
345	53	is
346	53	it
347	53	iv
348	53	jp
349	53	le
350	53	lh
351	53	lj
352	53	lz
353	53	mw
354	53	nh
355	53	no
356	53	nt
357	53	or
358	53	pl
359	53	pn
360	53	py
361	53	qn
362	53	qr
363	53	qy
364	53	rl
365	53	sk
366	53	sq
367	53	ss
368	53	sy
369	53	td
370	53	tn
371	53	ui
372	53	ux
373	53	vv
374	53	wg
375	53	wr
376	53	xk
377	53	xy
378	53	yb
379	53	zn
380	52	aq
381	52	ej
382	52	ep
383	52	gc
384	52	kf
385	52	kn
386	52	lf
387	52	ng
388	52	nk
389	52	oi
390	52	pe
391	52	ta
392	52	tt
393	52	ua
394	52	uz
395	52	vc
396	52	vs
397	52	wa
398	52	wj
399	52	wq
400	52	wt
401	52	xn
402	52	xq
403	51	ao
404	51	bf
405	51	bs
406	51	bx
407	51	cp
408	51	fx
409	51	gd
410	51	gl
411	51	go
412	51	hd
413	51	hl
414	51	kt
415	51	lb
416	51	lp
417	51	mc
418	51	mi
419	51	na
420	51	nw
421	51	ob
422	51	ov
423	51	pa
424	51	pq
425	51	qb
426	51	qd
427	51	re
428	51	sh
429	51	si
430	51	tk
431	51	ug
432	51	vl
433	51	vq
434	51	xp
435	51	xu
436	51	yc
437	51	yw
438	50	ap
439	50	be
440	50	bk
441	50	cf
442	50	cv
443	50	eo
444	50	ft
445	50	gs
446	50	gu
447	50	ic
448	50	il
449	50	iw
450	50	jr
451	50	kd
452	50	ky
453	50	lc
454	50	li
455	50	lo
456	50	lt
457	50	lu
458	50	mb
459	50	mh
460	50	of
461	50	pw
462	50	qh
463	50	qo
464	50	qp
465	50	qs
466	50	rm
467	50	rq
468	50	sp
469	50	st
470	50	tc
471	50	ul
472	50	vb
473	50	wd
474	50	yd
475	50	ze
476	50	zf
477	49	bc
478	49	cc
479	49	ce
480	49	cn
481	49	dl
482	49	dr
483	49	dt
484	49	dy
485	49	fm
486	49	gj
487	49	hb
488	49	hr
489	49	hw
490	49	im
491	49	js
492	49	jy
493	49	kl
494	49	kv
495	49	mn
496	49	mz
497	49	nd
498	49	ne
499	49	nx
500	49	oj
501	49	oo
502	49	ql
503	49	su
504	49	te
505	49	tj
506	49	tq
507	49	ty
508	49	us
509	49	vj
510	49	vr
511	49	yp
512	49	zc
513	49	zl
514	49	zp
515	48	br
516	48	ci
517	48	co
518	48	df
519	48	fs
520	48	fw
521	48	fy
522	48	hf
523	48	ia
524	48	jn
525	48	jz
526	48	kp
527	48	lm
528	48	mm
529	48	mq
530	48	oa
531	48	oq
532	48	pz
533	48	ra
534	48	rf
535	48	ro
536	48	rr
537	48	rw
538	48	ry
539	48	se
540	48	sm
541	48	tf
542	48	ud
543	48	uh
544	48	uw
545	48	vf
546	48	vh
547	48	xa
548	48	xo
549	48	yu
550	48	zo
551	48	zv
552	47	cd
553	47	dj
554	47	en
555	47	er
556	47	eu
557	47	ez
558	47	fz
559	47	hs
560	47	jg
561	47	ku
562	47	ln
563	47	mx
564	47	oh
565	47	ok
566	47	pd
567	47	rg
568	47	sa
569	47	xl
570	47	yg
571	46	ac
572	46	ay
573	46	ba
574	46	bi
575	46	ek
576	46	he
577	46	hx
578	46	ih
579	46	ja
580	46	kq
581	46	nr
582	46	pc
583	46	pr
584	46	pv
585	46	sd
586	46	sf
587	46	to
588	46	uf
589	46	uj
590	46	un
591	46	vg
592	46	vi
593	46	wk
